"","brewery_name","review_time","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv"
"1787","Victory Brewing Company",1203426678,4,4.5,"Russian Imperial Stout",4.5,4,"Storm King Stout",9.1
"1788","Tröegs Brewing Company",1238806197,4.5,4,"American Amber / Red Ale",4.5,4.5,"Tröegs Nugget Nectar",7.5
"1789","Tröegs Brewing Company",1107314317,3.5,4,"Doppelbock",4,3.5,"Troegenator Double Bock",8.2
"1790","Victory Brewing Company",1276059438,4.5,4,"Baltic Porter",4,4,"Baltic Thunder",8.5
"1791","Yards Brewing Co.",1031519925,4.5,5,"Extra Special / Strong Bitter (ESB)",5,5,"Extra Special Ale (ESA)",6.3
"1792","Tröegs Brewing Company",1273114500,4,4.5,"American Barleywine",5,4.5,"Flying Mouflan",9.3
"1793","Tröegs Brewing Company",1295829674,4,4,"American Barleywine",4,4.5,"Flying Mouflan",9.3
"1794","Tröegs Brewing Company",1248447479,4,4.5,"Belgian Strong Dark Ale",4.5,5,"Tröegs Mad Elf",11
"1795","Yuengling Brewery ",1199807531,2,3,"American Amber / Red Lager",3,4,"Yuengling Traditional Lager",4.4
"1796","Victory Brewing Company",1310011000,3.5,3.5,"American Blonde Ale",3,3.5,"Summer Love",5.2
"1797","Victory Brewing Company",1310687953,3.5,4,"American IPA",4,3,"HopDevil Ale",6.7
"1798","Victory Brewing Company",1169676802,5,4,"American Double / Imperial IPA",4,4.5,"Hop Wallop",8.5
"1799","Tröegs Brewing Company",1239685772,3.5,4,"Winter Warmer",3.5,4,"Scratch Beer 16 - 2008",6.3
"1800","Tröegs Brewing Company",1287017748,4,4,"American Porter",4,4.5,"Tröegs Dead Reckoning Porter",5.4
"1801","Voodoo Brewing Company",1314664921,4.5,5,"American Double / Imperial Stout",4,4,"Big Black Voodoo Daddy",12.5
"1802","Tröegs Brewing Company",1295661099,4.5,4,"American Amber / Red Ale",4.5,5,"Tröegs Nugget Nectar",7.5
"1803","Tröegs Brewing Company",1275531325,4.5,4.5,"American Barleywine",4.5,4,"Flying Mouflan",9.3
"1804","Tröegs Brewing Company",1149984711,3,4.5,"German Pilsener",4,4,"Tröegs Sunshine Pils",5.3
"1805","Victory Brewing Company",1324669424,3,5,"Russian Imperial Stout",3,3.5,"Dark Intrigue",9.1
"1806","Tröegs Brewing Company",1297052153,4.5,4,"American Amber / Red Ale",4,4.5,"Tröegs Nugget Nectar",7.5
"1807","Tröegs Brewing Company",1258677227,3.5,4.5,"Märzen / Oktoberfest",4,4,"Scratch Beer 23 - 2009",5.1
"1808","Victory Brewing Company",1271363034,4.5,4,"American Black Ale",3.5,4.5,"Yakima Glory",8.7
"1809","Tröegs Brewing Company",1261172790,4,3,"Belgian Strong Dark Ale",4,5,"Tröegs Mad Elf",11
"1810","Tröegs Brewing Company",1165299541,4.5,4,"Belgian Strong Dark Ale",4,4,"Tröegs Mad Elf",11
"1811","Victory Brewing Company",1207964251,3.5,3.5,"Baltic Porter",4,4,"Baltic Thunder",8.5
"1812","Victory Brewing Company",1305542504,4,4,"Rauchbier",4,4,"Scarlet Fire Rauchbier",6.1
"1813","Tröegs Brewing Company",1136021056,4,4,"Doppelbock",3.5,4.5,"Troegenator Double Bock",8.2
"1814","Victory Brewing Company",1081906395,4,4,"Tripel",4,3.5,"Golden Monkey",9.5
"1815","Tröegs Brewing Company",1248691434,4.5,3.5,"American Double / Imperial IPA",4,4.5,"Scratch Beer 20 - 2009",7
"1816","Victory Brewing Company",1280363169,4.5,4,"American IPA",4,4,"HopDevil Ale",6.7
"1817","Victory Brewing Company",1235919860,4,3.5,"Dubbel",4,4,"Abbey 8",7.6
"1818","Yuengling Brewery ",1218569819,2.5,4,"American Porter",3,3,"Yuengling Porter (Dark Brewed)",4.7
"1819","Tröegs Brewing Company",1252343270,4,4,"Hefeweizen",3.5,4.5,"DreamWeaver Wheat",4.8
"1820","Victory Brewing Company",1231084446,4,4,"American Double / Imperial IPA",3.5,4.5,"Hop Wallop",8.5
"1821","Yuengling Brewery ",1033725549,3.5,4,"American Pale Lager",3.5,4,"Yuengling Premium Beer",4.4
"1822","Victory Brewing Company",1201310809,4,3.5,"Baltic Porter",4,3,"Baltic Thunder",8.5
"1823","Victory Brewing Company",1257127367,4,4.5,"Märzen / Oktoberfest",4,4.5,"Festbier",5.6
"1824","Tröegs Brewing Company",1141832114,4,4,"English Brown Ale",3.5,3.5,"Tröegs Rugged Trail Nut Brown Ale",4.4
"1825","Tröegs Brewing Company",1121738787,4,4,"American Amber / Red Ale",4,4.5,"Tröegs Hopback Amber Ale",6
"1826","Yuengling Brewery ",1077130392,2,3,"American Amber / Red Lager",2,2,"Yuengling Traditional Lager",4.4
"1827","Tröegs Brewing Company",1196553246,4.5,4,"Belgian Strong Dark Ale",3.5,3.5,"Tröegs Mad Elf",11
"1828","Victory Brewing Company",1296528701,4,4,"American Black Ale",3.5,3.5,"Yakima Glory",8.7
"1829","Victory Brewing Company",1242200686,3.5,4.5,"Belgian IPA",2.5,3,"Wild Devil",6.7
"1830","Voodoo Brewing Company",1298148348,4.5,5,"American Double / Imperial Stout",4,4,"Big Black Voodoo Daddy",12.5
"1831","Victory Brewing Company",1221773947,4,4,"Irish Dry Stout",4,4.5,"Donnybrook Stout",3.7
"1832","Tröegs Brewing Company",1245812635,4,4.5,"Doppelbock",4.5,4.5,"Troegenator Double Bock",8.2
"1833","Victory Brewing Company",1315018973,4.5,4,"German Pilsener",4.5,5,"Prima Pils",5.3
"1834","Yuengling Brewery ",1278285774,2.5,3,"Bock",3,2,"Yuengling Bock",5.1
"1835","Victory Brewing Company",1053350367,4.5,3.5,"German Pilsener",3.5,4,"Prima Pils",5.3
"1836","Victory Brewing Company",1172883111,3.5,3,"Maibock / Helles Bock",4,4,"St. Boisterous",7.4
"1837","Tröegs Brewing Company",1261353339,4,4,"Oatmeal Stout",3.5,3.5,"Tröegs Java Head Stout",7.5
"1838","Victory Brewing Company",1089545478,4,4,"Belgian Strong Dark Ale",4,4,"V-Ten",10
"1839","Victory Brewing Company",1228116429,3.5,4,"American IPA",4,4,"HopDevil Ale",6.7
"1840","Tröegs Brewing Company",1183319040,3.5,3.5,"Belgian Strong Dark Ale",3,3,"Tröegs Mad Elf",11
"1841","Victory Brewing Company",1294419832,3.5,3.5,"Saison / Farmhouse Ale",3,3,"Saison Du BUFF",6.8
"1842","Victory Brewing Company",1249515216,4,4,"Witbier",3.5,4,"Whirlwind Witbier",5
"1843","Victory Brewing Company",1160997451,5,5,"German Pilsener",4.5,4.5,"Braumeister Harvest Pils",6.1
"1844","Victory Brewing Company",1303700889,4.5,4,"American Double / Imperial IPA",4.5,5,"Hop Wallop",8.5
"1845","Tröegs Brewing Company",1106885414,3.5,3.5,"English Brown Ale",4,4,"Tröegs Rugged Trail Nut Brown Ale",4.4
"1846","Victory Brewing Company",1055086292,4,4,"Tripel",4,3.5,"Golden Monkey",9.5
"1847","Tröegs Brewing Company",1273602011,4.5,4,"American Amber / Red Ale",4,4,"Tröegs Nugget Nectar",7.5
"1848","Yuengling Brewery ",1053528473,2.5,4,"American Amber / Red Lager",3,3,"Yuengling Traditional Lager",4.4
"1849","Tröegs Brewing Company",1260670891,3.5,4.5,"Oatmeal Stout",3,4,"Tröegs Java Head Stout",7.5
"1850","Victory Brewing Company",1065751808,4,4,"German Pilsener",4,4.5,"Prima Pils",5.3
"1851","Victory Brewing Company",1126486327,4,3.5,"German Pilsener",4,4.5,"Prima Pils",5.3
"1852","Tröegs Brewing Company",1318032798,3.5,4.5,"American IPA",3.5,4,"Tröegs Perpetual IPA",7.5
"1853","Tröegs Brewing Company",1268933503,4,4,"American Amber / Red Ale",3.5,4,"Tröegs Nugget Nectar",7.5
"1854","Yards Brewing Co.",1265415424,3,3,"English Dark Mild Ale",3.5,3.5,"Brawler Pugilist Style Ale",4.2
"1855","Victory Brewing Company",1200282456,3.5,4.5,"Russian Imperial Stout",4,4.5,"Storm King Stout",9.1
"1856","Tröegs Brewing Company",1220036545,4,3.5,"Märzen / Oktoberfest",3.5,4,"Scratch Beer 13 - 2008",NA
"1857","Victory Brewing Company",1159851870,4,4.5,"American IPA",4.5,4.5,"HopDevil Ale",6.7
"1858","Victory Brewing Company",1257269664,4,4,"American Black Ale",4.5,4.5,"Yakima Glory",8.7
"1859","Victory Brewing Company",1199836399,4.5,4.5,"American IPA",4,3.5,"HopDevil Ale",6.7
"1860","Victory Brewing Company",1281054610,4,4.5,"Tripel",3.5,4,"Golden Monkey",9.5
"1861","Victory Brewing Company",1160964812,4,4.5,"Russian Imperial Stout",4.5,3.5,"Storm King Stout",9.1
"1862","Yuengling Brewery ",1208725585,3,3,"American Amber / Red Lager",4,4,"Yuengling Traditional Lager",4.4
"1863","Tröegs Brewing Company",1269312391,4.5,4,"American Amber / Red Ale",4,4,"Tröegs Nugget Nectar",7.5
"1864","Victory Brewing Company",1290641943,3.5,4,"American Pale Ale (APA)",3.5,4,"Vista Farms Harvest Ale 2009",NA
"1865","Tröegs Brewing Company",1278349816,4,3.5,"Belgian IPA",4.5,3.5,"Scratch Beer 29 - 2010 (NBPA)",7.7
"1866","Tröegs Brewing Company",1312128802,4.5,4,"American IPA",4,4,"Scratch Beer 45 - 2011",7
"1867","Victory Brewing Company",1274715980,4,4,"Rauchbier",3.5,4,"Scarlet Fire Rauchbier",6.1
"1868","Tröegs Brewing Company",1295043099,3,3.5,"American IPA",3.5,3.5,"Scratch Beer 37 - 2010 (IPA #1 Of 4)",7.7
"1869","Victory Brewing Company",1159200808,4,4,"Hefeweizen",4,4,"Sunrise Weiss",5.7
"1870","Yards Brewing Co.",1100631617,4,4,"English India Pale Ale (IPA)",3,4,"India Pale Ale",7
"1871","Tröegs Brewing Company",1137653712,3.5,4,"English Brown Ale",4,4.5,"Tröegs Rugged Trail Nut Brown Ale",4.4
"1872","Victory Brewing Company",1215904359,4,4,"Maibock / Helles Bock",4,4.5,"St. Boisterous",7.4
"1873","Victory Brewing Company",1209188772,2,3.5,"German Pilsener",3,3.5,"Prima Pils",5.3
"1874","Tröegs Brewing Company",1313799536,4,5,"American IPA",4.5,4,"Tröegs Perpetual IPA",7.5
"1875","Victory Brewing Company",1157427111,3.5,4,"Maibock / Helles Bock",3.5,4,"St. Boisterous",7.4
"1876","Tröegs Brewing Company",1236029901,4.5,4.5,"Hefeweizen",4,4.5,"DreamWeaver Wheat",4.8
"1877","Yards Brewing Co.",1123044158,4,3.5,"American Pale Ale (APA)",3,4.5,"Philadelphia Pale Ale",4.3
"1878","Yards Brewing Co.",1306331556,3.5,4,"English Porter",3.5,4,"General Washington's Tavern Porter",7
"1879","Tröegs Brewing Company",1190578297,4.5,3,"Hefeweizen",3.5,4,"DreamWeaver Wheat",4.8
"1880","Tröegs Brewing Company",1229844468,3,2.5,"Belgian Strong Dark Ale",3.5,3,"Tröegs Mad Elf",11
"1881","Tröegs Brewing Company",1089396144,4,4,"American Amber / Red Ale",4.5,4,"Tröegs Hopback Amber Ale",6
"1882","Victory Brewing Company",1124744340,3.5,4,"American IPA",3,3,"HopDevil Ale",6.7
"1883","Victory Brewing Company",1242159953,3.5,4,"Tripel",4,4,"Golden Monkey",9.5
"1884","Yuengling Brewery ",1025761900,3,3.5,"American Amber / Red Lager",3,3.5,"Yuengling Traditional Lager",4.4
"1885","Victory Brewing Company",1139111270,5,5,"Quadrupel (Quad)",5,5,"V-Twelve",12
"1886","Tröegs Brewing Company",1089682290,4,4,"Doppelbock",4,4.5,"Troegenator Double Bock",8.2
"1887","Victory Brewing Company",1099871666,3,4,"German Pilsener",3,2.5,"Prima Pils",5.3
"1888","Yuengling Brewery ",1116040275,3.5,4,"American Porter",3.5,4,"Yuengling Porter (Dark Brewed)",4.7
"1889","Tröegs Brewing Company",1274144401,4.5,4,"Belgian IPA",3.5,3.5,"Scratch Beer 29 - 2010 (NBPA)",7.7
"1890","Tröegs Brewing Company",1248310736,3,4,"Doppelbock",3.5,4,"Troegenator Double Bock",8.2
"1891","Tröegs Brewing Company",1218222636,5,4.5,"American Amber / Red Ale",4.5,5,"Tröegs Nugget Nectar",7.5
"1892","Yuengling Brewery ",1195790751,3,3.5,"American Amber / Red Lager",3.5,3.5,"Yuengling Traditional Lager",4.4
"1893","Tröegs Brewing Company",1317682062,4,4,"American IPA",4,4.5,"Tröegs Perpetual IPA",7.5
"1894","Victory Brewing Company",1201226248,5,4,"American Barleywine",3.5,4,"Old Horizontal",11
"1895","Victory Brewing Company",1081463035,4.5,4,"Russian Imperial Stout",4,4.5,"Storm King Stout",9.1
"1896","Victory Brewing Company",1207250597,4.5,4.5,"American Double / Imperial IPA",4,4.5,"Hop Wallop",8.5
"1897","Tröegs Brewing Company",1147107162,3.5,4,"German Pilsener",3.5,3.5,"Tröegs Sunshine Pils",5.3
"1898","Victory Brewing Company",1090027726,4,4,"American Barleywine",4,3.5,"Old Horizontal",11
"1899","Yuengling Brewery ",1213302916,2.5,3,"Light Lager",3,3,"Yuengling Light Lager",3.4
"1900","Yuengling Brewery ",1150769684,2.5,3,"American Amber / Red Lager",3,4,"Yuengling Traditional Lager",4.4
"1901","Victory Brewing Company",1323575941,4,3.5,"American Pale Ale (APA)",4,4,"Headwaters Pale Ale",5.1
"1902","Voodoo Brewing Company",1285115858,4,3.5,"Keller Bier / Zwickel Bier",4.5,4,"PILZILLA",6.7
"1903","Victory Brewing Company",1202472703,4,4,"Baltic Porter",3.5,4,"Baltic Thunder",8.5
"1904","Victory Brewing Company",1051526855,4.5,4.5,"Russian Imperial Stout",5,5,"Storm King Stout",9.1
"1905","Tröegs Brewing Company",1323038847,4,4.5,"Maibock / Helles Bock",4,4,"Scratch Beer 53 - 2011 (Helles Bock)",6.4
"1906","Tröegs Brewing Company",1052030077,4,3.5,"American Amber / Red Ale",3.5,3.5,"Tröegs Hopback Amber Ale",6
"1907","Victory Brewing Company",1082416634,5,5,"American IPA",4.5,5,"HopDevil Ale",6.7
"1908","Yards Brewing Co.",1098355704,3.5,4,"American Pale Ale (APA)",3.5,3.5,"Philadelphia Pale Ale",4.3
"1909","Tröegs Brewing Company",1280358493,4.5,4.5,"Maibock / Helles Bock",4.5,4.5,"Scratch Beer 30 - 2010 (Jerman Bock)",7
"1910","Victory Brewing Company",1277339359,4,4,"Saison / Farmhouse Ale",4,4.5,"Helios  (V Saison)",7.5
"1911","Tröegs Brewing Company",1321926748,3.5,4,"Belgian Strong Dark Ale",3.5,1.5,"Tröegs Mad Elf",11
"1912","Tröegs Brewing Company",1321234824,4,4,"American Amber / Red Ale",4,4.5,"Scratch Beer 52 - 2011 (T2 Ale)",6.9
"1913","Victory Brewing Company",1179943233,5,4,"Quadrupel (Quad)",5,3.5,"V-Twelve",12
"1914","Voodoo Brewing Company",1247010299,4.5,4.5,"American Double / Imperial Stout",4.5,3.5,"Black Magick",15
"1915","Tröegs Brewing Company",1163989323,4,4,"Belgian Strong Dark Ale",3.5,3.5,"Tröegs Mad Elf",11
"1916","Victory Brewing Company",1229475628,4,4,"American IPA",4,4,"HopDevil Ale",6.7
"1917","Tröegs Brewing Company",1114665161,4,4,"German Pilsener",3.5,3.5,"Tröegs Sunshine Pils",5.3
"1918","Yuengling Brewery ",1295315385,3,3,"American Amber / Red Lager",3.5,3.5,"Yuengling Traditional Lager",4.4
"1919","Victory Brewing Company",1296282495,4.5,4,"Baltic Porter",3.5,3.5,"Baltic Thunder",8.5
"1920","Victory Brewing Company",1251924366,3.5,4,"German Pilsener",4,3.5,"Prima Pils",5.3
"1921","Victory Brewing Company",1161373896,5,5,"American Strong Ale",5,5,"Victory Harvest Ale",5.8
"1922","Victory Brewing Company",1269726437,4,4,"Tripel",3.5,4,"Golden Monkey",9.5
"1923","Victory Brewing Company",1323026484,4,4.5,"German Pilsener",4.5,4.5,"Prima Pils",5.3
"1924","Tröegs Brewing Company",1304527497,4.5,4,"American Amber / Red Ale",4,4.5,"Tröegs Nugget Nectar",7.5
"1925","Victory Brewing Company",1261935578,4,4,"American Black Ale",4,4,"Yakima Glory",8.7
"1926","Victory Brewing Company",1273450971,2,2,"Witbier",3,4,"Whirlwind Witbier",5
"1927","Victory Brewing Company",1287692034,4,4,"Märzen / Oktoberfest",4,4,"Festbier",5.6
"1928","Victory Brewing Company",1194144848,3,3,"Witbier",2.5,2,"Whirlwind Witbier",5
"1929","Tröegs Brewing Company",1296423832,3,2,"American IPA",2.5,3,"Scratch Beer 40 - 2010 (IPA #4 Of 4)",8.1
"1930","Victory Brewing Company",1254351666,3.5,4,"Märzen / Oktoberfest",4,3.5,"Festbier",5.6
"1931","Tröegs Brewing Company",1082082013,3.5,3,"English Brown Ale",3.5,4,"Tröegs Rugged Trail Nut Brown Ale",4.4
"1932","Voodoo Brewing Company",1270508651,4,4,"Witbier",4,4,"White Magic Of The Sun",6.75
"1933","Tröegs Brewing Company",1297663062,4.5,4,"American Stout",4,4,"Scratch Beer 41 - 2011 (Cacaoabunga Redux)",6.6
"1934","Tröegs Brewing Company",1171998026,4.5,4,"American Amber / Red Ale",4,5,"Tröegs Nugget Nectar",7.5
"1935","Victory Brewing Company",1113272857,3.5,3.5,"Maibock / Helles Bock",4.5,3.5,"St. Boisterous",7.4
"1936","Tröegs Brewing Company",1282182450,4,4,"American Wild Ale",4.5,4.5,"Splinter Gold",12
"1937","Victory Brewing Company",1228638448,3.5,2.5,"Maibock / Helles Bock",3.5,3,"St. Boisterous",7.4
"1938","Tröegs Brewing Company",1297386665,4,4,"American Amber / Red Ale",3.5,4,"Tröegs Hopback Amber Ale",6
"1939","Victory Brewing Company",1035917790,4.5,4.5,"American IPA",4,4,"HopDevil Ale",6.7
"1940","Victory Brewing Company",1282532647,3.5,3.5,"Witbier",4,2.5,"Whirlwind Witbier",5
"1941","Victory Brewing Company",1224556783,4,4,"Weizenbock",4,4,"Moonglow Weizenbock",8.7
"1942","Victory Brewing Company",1301459971,3.5,5,"Russian Imperial Stout",4,4,"Storm King Stout",9.1
"1943","Yards Brewing Co.",1274321598,4,3.5,"English Dark Mild Ale",3.5,3.5,"Brawler Pugilist Style Ale",4.2
"1944","Victory Brewing Company",1162779468,4,4,"Weizenbock",4,4,"Moonglow Weizenbock",8.7
"1945","Yuengling Brewery ",1269735745,3,3,"Black & Tan",3,3.5,"Yuengling Black & Tan",4.7
"1946","Tröegs Brewing Company",1287963424,4.5,4,"Doppelbock",5,4,"Troegenator Double Bock",8.2
"1947","Tröegs Brewing Company",1128920007,3,3,"American Amber / Red Ale",3.5,3.5,"Tröegs Hopback Amber Ale",6
"1948","Yuengling Brewery ",1171232098,3,5,"Light Lager",5,4,"Yuengling Light Beer",3.5
"1949","Victory Brewing Company",1134269714,4,4,"American Barleywine",4,4,"Old Horizontal",11
"1950","Victory Brewing Company",1260064964,4,4,"American IPA",4,4,"HopDevil Ale",6.7
"1951","Victory Brewing Company",1272546667,3.5,3.5,"American Double / Imperial IPA",3.5,4,"Hop Wallop",8.5
"1952","Tröegs Brewing Company",1295407787,4,3,"Belgian Strong Dark Ale",4,4,"Tröegs Mad Elf",11
"1953","Victory Brewing Company",1197177020,1,2,"Tripel",1,1,"Golden Monkey",9.5
"1954","Tröegs Brewing Company",1230343995,3.5,3.5,"Weizenbock",4,4,"Scratch Beer 7 - 2008",7.9
"1955","Victory Brewing Company",1316484460,4,3,"American Blonde Ale",3.5,4,"Summer Love",5.2
"1956","Yards Brewing Co.",1290287877,3.5,3.5,"Herbed / Spiced Beer",3.5,3,"Poor Richard's Tavern Spruce Ale",5
"1957","Yards Brewing Co.",1040414196,4,3.5,"American Pale Ale (APA)",4,3.5,"Philadelphia Pale Ale",4.3
"1958","Victory Brewing Company",1051646001,4.5,4,"Tripel",4.5,4.5,"Golden Monkey",9.5
"1959","Yuengling Brewery ",1243222365,3,2.5,"American Amber / Red Lager",4,3,"Yuengling Traditional Lager",4.4
"1960","Victory Brewing Company",1149192555,4.5,4.5,"German Pilsener",3.5,2,"Prima Pils",5.3
"1961","Victory Brewing Company",1091984166,4,3.5,"Witbier",4,4,"Whirlwind Witbier",5
"1962","Victory Brewing Company",1044304003,5,5,"Russian Imperial Stout",4.5,5,"Storm King Stout",9.1
"1963","Victory Brewing Company",1319161602,4,4.5,"Smoked Beer",4,3.5,"Otto Ale",8.1
"1964","Victory Brewing Company",1129825679,3.5,3,"Märzen / Oktoberfest",3,3.5,"Festbier",5.6
"1965","Tröegs Brewing Company",1192762366,4,4,"American Pale Ale (APA)",3.5,4,"Tröegs Pale Ale",5.4
"1966","Victory Brewing Company",1274577155,4,4,"American IPA",4,4.5,"HopDevil Ale",6.7
"1967","Tröegs Brewing Company",1325307332,4.5,4,"Belgian Strong Pale Ale",3.5,4,"Scratch Beer 46 - 2011 (Naked Elf)",7.8
"1968","Tröegs Brewing Company",1236194318,3.5,4,"Rye Beer",4.5,4.5,"Scratch Beer 18 - 2009",7.3
"1969","Victory Brewing Company",1302139499,3,3.5,"American Pale Ale (APA)",4,3.5,"Headwaters Pale Ale",5.1
"1970","Victory Brewing Company",1063118386,4,4.5,"American IPA",4.5,4.5,"HopDevil Ale",6.7
"1971","Tröegs Brewing Company",1232937471,3.5,3.5,"Belgian Strong Dark Ale",4,4,"Tröegs Mad Elf",11
"1972","Victory Brewing Company",1278303802,4,4,"German Pilsener",4,4,"Braumeister Pils",5.5
"1973","Victory Brewing Company",1052948671,4,4,"American Barleywine",4.5,4.5,"Old Horizontal",11
"1974","Tröegs Brewing Company",1296085763,4,4.5,"Oatmeal Stout",3.5,3.5,"Tröegs Java Head Stout",7.5
"1975","Tröegs Brewing Company",1245887824,4,4.5,"German Pilsener",4,4,"Tröegs Sunshine Pils",5.3
"1976","Tröegs Brewing Company",1284240916,4,4,"California Common / Steam Beer",4,4,"Scratch Beer 32 - 2010 (Keystone Common)",5.4
"1977","Victory Brewing Company",1305585063,4.5,4,"Weizenbock",4,4.5,"Moonglow Weizenbock",8.7
"1978","Victory Brewing Company",1241754319,4,4.5,"American IPA",4,4,"HopDevil Ale",6.7
"1979","Victory Brewing Company",1250293090,4,4.5,"Belgian IPA",5,4.5,"Wild Devil",6.7
"1980","Victory Brewing Company",1130126478,4.5,4.5,"American IPA",4.5,4.5,"HopDevil Ale",6.7
"1981","Victory Brewing Company",1182132532,3.5,4,"Doppelbock",4,4.5,"St. Victorious",7.6
"1982","Victory Brewing Company",1274041318,3.5,3.5,"Hefeweizen",3,3,"Sunrise Weiss",5.7
"1983","Yards Brewing Co.",1304648504,4,4,"English Porter",4,4,"General Washington's Tavern Porter",7
"1984","Victory Brewing Company",1228541494,3.5,4.5,"Weizenbock",4.5,4.5,"Moonglow Weizenbock",8.7
"1985","Victory Brewing Company",1208549633,2.5,2.5,"Belgian Strong Dark Ale",2.5,2.5,"V-Ten",10
"1986","Victory Brewing Company",1039168840,4.5,4.5,"Belgian Strong Dark Ale",4,4.5,"V-Ten",10
"1987","Victory Brewing Company",1139118585,4.5,4.5,"American IPA",4.5,4.5,"HopDevil Ale",6.7
"1988","Yards Brewing Co.",1274843913,4,4,"Herbed / Spiced Beer",4.5,4.5,"Poor Richard's Tavern Spruce Ale",5
"1989","Tröegs Brewing Company",1139713545,4,4,"English Brown Ale",4,4,"Tröegs Rugged Trail Nut Brown Ale",4.4
"1990","Tröegs Brewing Company",1221075677,4.5,4.5,"Dortmunder / Export Lager",4.5,4.5,"Scratch Beer 6 - 2007",5.1
"1991","Voodoo Brewing Company",1282794062,4,4,"American Double / Imperial Stout",4.5,4,"Black Magick",15
"1992","Victory Brewing Company",1091718185,4.5,4.5,"Russian Imperial Stout",4.5,5,"Storm King Stout",9.1
