"reviewer","time","brewery","name","style","abv","aroma","appearance","palate","taste","overall","total","average"
"oline73",2011-04-27 16:26:23,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,4,4.5,4,4,4.5,21,4.2
"MrHurmateeowish",2011-04-27 23:09:29,"Victory Brewing Company","Golden Monkey","Tripel",9.5,4,4,4,4,4,20,4
"uustal",2011-04-28 01:05:43,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,3.5,3.5,4,4.5,4.5,20,4
"Satchboogie",2011-04-29 03:07:15,"Troegs Brewing Company","Troegs Java Head Stout","Oatmeal Stout",7.5,3,3.5,3.5,3,3,16,3.2
"Stinkypuss",2011-04-29 09:59:51,"Victory Brewing Company","Scarlet Fire Rauchbier","Rauchbier",6.1,4,4,4,4,4,20,4
"jman892",2011-04-29 21:06:44,"Troegs Brewing Company","Troegs Sunshine Pils","German Pilsener",5.3,3,3.5,3,3,3.5,16,3.2
"Arithmeticus",2011-05-03 11:13:03,"Victory Brewing Company","Golden Monkey","Tripel",9.5,3,4,4,4,3.5,18.5,3.7
"mvanaskie13",2011-05-03 17:14:08,"Troegs Brewing Company","Troegs Pale Ale","American Pale Ale (APA)",5.4,4,4,4,4,4,20,4
"BeerForMuscle",2011-05-05 22:21:44,"Yards Brewing Company","General Washington's Tavern Porter","English Porter",7,4,4,4,4,4,20,4
"Northsider",2011-05-05 22:35:37,"Victory Brewing Company","Donnybrook Stout","Irish Dry Stout",3.7,3,4,4.5,4.5,4.5,20.5,4.1
"kevinv",2011-05-07 16:19:02,"Troegs Brewing Company","Troegs Sunshine Pils","German Pilsener",5.3,3.5,4,4,4,4,19.5,3.9
"engagechad",2011-05-07 21:37:04,"Troegs Brewing Company","DreamWeaver Wheat","Hefeweizen",4.8,3.5,4,3.5,3.5,4,18.5,3.7
"CraftAleRookie",2011-05-07 22:16:05,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,4,4.5,4,3.5,4,20,4
"akorsak",2011-05-08 13:09:46,"Voodoo Brewing Company","Cowbell Imperial Oatmeal Milk Stout","Milk / Sweet Stout",8.5,4.5,4,4,4.5,4,21,4.2
"billab914",2011-05-13 18:00:53,"Victory Brewing Company","Whirlwind Witbier","Witbier",5,3,3,3,3.5,3.5,16,3.2
"Vonerichs",2011-05-13 21:20:21,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,4,4,4.5,4,4,20.5,4.1
"mikesgroove",2011-05-13 22:53:36,"Troegs Brewing Company","Flying Mouflan","American Barleywine",9.3,4.5,4,4,4.5,4.5,21.5,4.3
"KYBrewgrass",2011-05-15 10:19:19,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,4,4,4.5,4,4,20.5,4.1
"JizackFH",2011-05-16 06:41:44,"Victory Brewing Company","Scarlet Fire Rauchbier","Rauchbier",6.1,4,4,4,4,4,20,4
"djramage",2011-05-16 18:31:03,"Victory Brewing Company","Moonglow Weizenbock","Weizenbock",8.7,4.5,4,4,4.5,4.5,21.5,4.3
"ummswimmin",2011-05-16 18:57:01,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,5,4,4.5,5,5,23.5,4.7
"DaveHack",2011-05-17 19:24:57,"Victory Brewing Company","Headwaters Pale Ale","American Pale Ale (APA)",5.1,2.5,4.5,4,4.5,4,19.5,3.9
"ckollias",2011-05-17 20:41:38,"Victory Brewing Company","Saison Du BUFF","Saison / Farmhouse Ale",6.8,4,3.5,3,3.5,3,17,3.4
"davidbowers13",2011-05-17 22:15:20,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4,4,4,3.5,4,19.5,3.9
"oline73",2011-05-17 22:31:56,"Victory Brewing Company","Saison Du BUFF","Saison / Farmhouse Ale",6.8,4,4,4,3.5,3.5,19,3.8
"atowle25",2011-05-20 01:50:56,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,3.5,4,3.5,3,3.5,17.5,3.5
"chumba526",2011-05-23 22:59:30,"Victory Brewing Company","Dark Intrigue","Russian Imperial Stout",9.1,4,4,4,4,4,20,4
"Hayward",2011-05-24 19:14:16,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,4,4.5,4.5,4,4,21,4.2
"bpw28",2011-05-25 09:52:36,"Yards Brewing Company","General Washington's Tavern Porter","English Porter",7,3.5,4,3.5,4,4,19,3.8
"danfisher1",2011-05-25 20:00:26,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,3.5,4,4.5,4.5,4,20.5,4.1
"ngeunit1",2011-05-26 00:17:19,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,3,3.5,4,3.5,4,18,3.6
"Tartarus",2011-05-26 20:51:24,"Troegs Brewing Company","Troegenator Double Bock","Doppelbock",8.2,4,3.5,3.5,4,4,19,3.8
"phiberoptik",2011-05-29 21:04:42,"Troegs Brewing Company","Troegs Hopback Amber Ale","American Amber / Red Ale",6,4,3.5,4,3.5,3.5,18.5,3.7
"dfillius",2011-05-30 15:22:11,"Victory Brewing Company","Yakima Glory","American Black Ale",8.7,3.5,4.5,4,4,3.5,19.5,3.9
"ZenAgnostic",2011-05-30 17:14:27,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,4,4,4,4,4,20,4
"Duff27",2011-05-30 21:55:56,"Troegs Brewing Company","Troegs Java Head Stout","Oatmeal Stout",7.5,3.5,4,3.5,3.5,3.5,18,3.6
"COBeerBuff",2011-06-04 00:57:05,"Voodoo Brewing Company","Big Black Voodoo Daddy","American Double / Imperial Stout",12.5,3.5,4,4,3.5,4.5,19.5,3.9
"BigTomZ",2011-06-05 03:25:39,"Troegs Brewing Company","Troegs Mad Elf","Belgian Strong Dark Ale",11,2,4,2,1.5,1.5,11,2.2
"Knapp85",2011-06-06 23:50:32,"Voodoo Brewing Company","PILZILLA","Keller Bier / Zwickel Bier",6.7,3.5,4,3.5,3.5,3.5,18,3.6
"Knapp85",2011-06-07 02:22:33,"Victory Brewing Company","Old Horizontal","American Barleywine",11,3.5,4,3.5,4,3.5,18.5,3.7
"Bmoyer0301",2011-06-09 14:53:43,"Troegs Brewing Company","Troegs Sunshine Pils","German Pilsener",5.3,3.5,4,3.5,4,3.5,18.5,3.7
"MrKennedy",2011-06-10 06:21:12,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,4,4,4,3.5,4,19.5,3.9
"fdb16",2011-06-12 20:00:10,"Troegs Brewing Company","Troegs Sunshine Pils","German Pilsener",5.3,3,4.5,4,4,4,19.5,3.9
"Thickfreakness",2011-06-13 21:39:18,"Victory Brewing Company","V-Twelve","Quadrupel (Quad)",12,4.5,4,4.5,4,4.5,21.5,4.3
"jsprain1",2011-06-14 13:27:52,"Yards Brewing Company","Brawler Pugilist Style Ale","English Dark Mild Ale",4.2,3.5,4,4,4,4,19.5,3.9
"HalfFull",2011-06-17 02:49:29,"Victory Brewing Company","Headwaters Pale Ale","American Pale Ale (APA)",5.1,4,4,3.5,4,3.5,19,3.8
"IdrinkGas",2011-06-18 22:00:26,"Troegs Brewing Company","Troegs Sunshine Pils","German Pilsener",5.3,3.5,3.5,3.5,4,4,18.5,3.7
"brentk56",2011-06-19 16:03:57,"Troegs Brewing Company","Scratch Beer 3 - 2007","Tripel",10.1,4,3.5,3.5,4.5,4,19.5,3.9
"Sideswipe",2011-06-20 01:32:04,"Troegs Brewing Company","Scratch Beer 28 - 2010 (Troggen Roggen)","Roggenbier",6.1,3.5,3.5,3,3.5,3.5,17,3.4
"jgreenearrow",2011-06-23 23:18:51,"Troegs Brewing Company","Troegs Sunshine Pils","German Pilsener",5.3,4,4,4,4.5,4,20.5,4.1
"ktrillionaire",2011-06-24 14:36:11,"Voodoo Brewing Company","Black Magick","American Double / Imperial Stout",15,4.5,3,4,4.5,5,21,4.2
"micromaniac129",2011-06-25 13:00:19,"Victory Brewing Company","Summer Love","American Blonde Ale",5.2,4,4,4.5,4.5,4.5,21.5,4.3
"bamsdealer",2011-06-27 19:57:14,"Victory Brewing Company","Baltic Thunder","Baltic Porter",8.5,3.5,4.5,4,3.5,4,19.5,3.9
"JerzDevl2000",2011-06-29 18:09:12,"Yards Brewing Company","Extra Special Ale (ESA)","Extra Special / Strong Bitter (ESB)",6.3,4,4.5,4,4,4,20.5,4.1
"cyrenaica",2011-06-29 19:22:05,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,4,3,3.5,4,3.5,18,3.6
"WEBBEER",2011-06-30 17:28:55,"Yuengling Brewery","Lord Chesterfield Ale","American Pale Ale (APA)",5.4,3.5,4,4,4,3.5,19,3.8
"UconnHusky",2011-07-02 15:09:49,"Yards Brewing Company","Brawler Pugilist Style Ale","English Dark Mild Ale",4.2,3,3,3.5,3.5,3.5,16.5,3.3
"shand",2011-07-05 20:24:04,"Victory Brewing Company","Helios  (V Saison)","Saison / Farmhouse Ale",7.5,4,4,4,4.5,4.5,21,4.2
"Rifugium",2011-07-06 21:09:10,"Troegs Brewing Company","Troegs Pale Ale","American Pale Ale (APA)",5.4,3.5,3.5,3.5,4,4,18.5,3.7
"northyorksammy",2011-07-06 23:56:40,"Victory Brewing Company","Summer Love","American Blonde Ale",5.2,3.5,3.5,3,3.5,4,17.5,3.5
"ckollias",2011-07-08 22:57:48,"Yards Brewing Company","Thomas Jefferson's Tavern Ale","English Strong Ale",8,2.5,3.5,4,4,3.5,17.5,3.5
"woodske1",2011-07-09 22:49:41,"Troegs Brewing Company","Troegenator Double Bock","Doppelbock",8.2,4,4,4,5,4.5,21.5,4.3
"BerkeleyBeerMan",2011-07-10 00:15:03,"Victory Brewing Company","Helios  (V Saison)","Saison / Farmhouse Ale",7.5,4,3,4,3.5,4,18.5,3.7
"JerseyKirk",2011-07-11 12:35:36,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,2.5,4,4,3.5,3.5,17.5,3.5
"Huhzubendah",2011-07-11 12:43:37,"Yards Brewing Company","General Washington's Tavern Porter","English Porter",7,3.5,4,3.5,3.5,3.5,18,3.6
"swierczt",2011-07-11 14:07:37,"Troegs Brewing Company","Troegs Java Head Stout","Oatmeal Stout",7.5,3.5,3,2.5,4,3,16,3.2
"AgentMunky",2011-07-14 19:59:13,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,3.5,4,4,3,3.5,18,3.6
"mothman",2011-07-15 17:10:02,"Victory Brewing Company","Summer Love","American Blonde Ale",5.2,4,4.5,4,4,4.5,21,4.2
"AdamBear",2011-07-17 07:50:54,"Victory Brewing Company","Scarlet Fire Rauchbier","Rauchbier",6.1,4,4,4.5,4,4,20.5,4.1
"IronLover",2011-07-17 16:42:21,"Troegs Brewing Company","DreamWeaver Wheat","Hefeweizen",4.8,4,3.5,3.5,4.5,4,19.5,3.9
"titosupertramp",2011-07-17 18:07:28,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,3,3,4,3.5,3.5,17,3.4
"JNewbs",2011-07-19 12:50:59,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,3,3,4,3.5,3.5,17,3.4
"mizzouguy",2011-07-21 17:31:02,"Voodoo Brewing Company","Wynona's Big Brown Ale","American Brown Ale",7.3,2,3.5,2,2.5,2.5,12.5,2.5
"chinchill",2011-07-24 13:44:23,"Yuengling Brewery","Yuengling Light Lager","Light Lager",3.4,3,3,2.5,2.5,2.5,13.5,2.7
"bigfnjoe",2011-07-25 17:29:59,"Troegs Brewing Company","Scratch Beer 45 - 2011","American IPA",7,5,3.5,4,5,5,22.5,4.5
"oline73",2011-07-27 21:28:34,"Victory Brewing Company","Summer Love","American Blonde Ale",5.2,3.5,4,4,4,4,19.5,3.9
"axeman9182",2011-07-30 01:28:37,"Voodoo Brewing Company","Trapped Under Eisbock","Eisbock",14,4,4,3.5,4.5,4,20,4
"warnerry",2011-07-30 23:33:59,"Troegs Brewing Company","Troegs Mad Elf","Belgian Strong Dark Ale",11,3.5,4.5,3.5,3.5,3.5,18.5,3.7
"Slatetank",2011-07-31 12:13:22,"Troegs Brewing Company","Scratch Beer 45 - 2011","American IPA",7,4.5,4,4,4,4.5,21,4.2
"laituegonflable",2011-08-02 19:55:06,"Troegs Brewing Company","Flying Mouflan","American Barleywine",9.3,3.5,4.5,4,4,4,20,4
"TheGordianKnot",2011-08-03 14:40:34,"Troegs Brewing Company","Scratch Beer 29 - 2010 (NBPA)","Belgian IPA",7.7,4,4,4,4,4,20,4
"rfgetz",2011-08-08 12:05:26,"Victory Brewing Company","Jose Garces Victory House Brew","Hefeweizen",4.8,4,3.5,4,4,3.5,19,3.8
"EPseja",2011-08-08 20:44:16,"Voodoo Brewing Company","Voodoo Love Child","Belgian Strong Pale Ale",10.5,3.5,3.5,3.5,4,4,18.5,3.7
"jondeelee",2011-08-09 11:59:28,"Troegs Brewing Company","Troegs Rugged Trail Nut Brown Ale","English Brown Ale",4.4,3.5,3.5,3,4,3.5,17.5,3.5
"thain709",2011-08-09 16:41:07,"Troegs Brewing Company","Scratch Beer 46 - 2011 (Naked Elf)","Belgian Strong Pale Ale",7.8,3.5,3.5,4,4,4,19,3.8
"thain709",2011-08-11 15:36:27,"Troegs Brewing Company","Troegs Perpetual IPA","American IPA",7.5,4.5,4,4,4,4.5,21,4.2
"bubseymour",2011-08-13 11:55:32,"Victory Brewing Company","Festbier","Marzen / Oktoberfest",5.6,3.5,3.5,4,4,4.5,19.5,3.9
"Star80",2011-08-13 20:11:44,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,4.5,4.5,4.5,4.5,5,23,4.6
"JerzDevl2000",2011-08-18 12:41:03,"Victory Brewing Company","Sunrise Weiss","Hefeweizen",5.7,4,4.5,4,4,4,20.5,4.1
"smakawhat",2011-08-18 19:43:46,"Yards Brewing Company","Extra Special Ale (ESA)","Extra Special / Strong Bitter (ESB)",6.3,4,4.5,4,4,4,20.5,4.1
"rootbeerman",2011-08-19 05:33:25,"Troegs Brewing Company","Troegs Perpetual IPA","American IPA",7.5,3.5,4.5,3.5,3.5,4,19,3.8
"Fish113d",2011-08-19 20:18:56,"Troegs Brewing Company","Troegs Perpetual IPA","American IPA",7.5,4,5,4.5,4,4.5,22,4.4
"Rippeddisc",2011-08-19 23:52:35,"Troegs Brewing Company","Troegs Nugget Nectar","American Amber / Red Ale",7.5,4,4,4.5,4.5,4,21,4.2
"garuda",2011-08-20 08:02:53,"Troegs Brewing Company","Troegs Perpetual IPA","American IPA",7.5,4.5,4.5,4.5,4.5,4.5,22.5,4.5
"coopbrewer",2011-08-22 10:53:01,"Victory Brewing Company","Yakima Glory","American Black Ale",8.7,2,3,2.5,2,2,11.5,2.3
"dyan",2011-08-22 22:48:41,"Troegs Brewing Company","Troegs Perpetual IPA","American IPA",7.5,4,4,4,4.5,4,20.5,4.1
"BB1313",2011-08-23 21:54:18,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,4.5,3.5,4.5,4.5,4.5,21.5,4.3
"TheBrewo",2011-08-24 12:39:53,"Victory Brewing Company","HopDevil Ale","American IPA",6.7,4,4,4,4.5,4.5,21,4.2
"adam42381",2011-08-25 15:23:54,"Yuengling Brewery","Yuengling Porter (Dark Brewed)","American Porter",4.7,4,3,2.5,2.5,2.5,14.5,2.9
"GratefulBeerGuy",2011-08-27 18:29:57,"Victory Brewing Company","St. Boisterous","Maibock / Helles Bock",7.4,4.5,4,4.5,4.5,4.5,22,4.4
"ESATIKKFAN",2011-08-27 23:35:47,"Troegs Brewing Company","Troegs Dead Reckoning Porter","American Porter",5.4,3,3.5,3.5,3,3,16,3.2
"PDXHops",2011-08-28 10:25:04,"Troegs Brewing Company","Troegs Hopback Amber Ale","American Amber / Red Ale",6,4,4.5,4.5,4,4,21,4.2
"eclipse54",2011-08-28 20:47:00,"Victory Brewing Company","Yakima Glory","American Black Ale",8.7,4,3.5,3,3,3.5,17,3.4
"alpinebryant",2011-08-29 20:42:01,"Voodoo Brewing Company","Big Black Voodoo Daddy","American Double / Imperial Stout",12.5,4.5,5,4,4,4,21.5,4.3
"boralyl",2011-08-30 20:39:44,"Victory Brewing Company","Festbier","Marzen / Oktoberfest",5.6,3.5,4.5,4.5,4,3.5,20,4
"nhindian",2011-08-31 18:57:04,"Voodoo Brewing Company","Bourbon Barrel Aged Wynona's Big Brown Ale","American Brown Ale",7.3,2.5,3,2.5,2.5,2.5,13,2.6
"grover37",2011-08-31 21:57:49,"Troegs Brewing Company","Scratch Beer 41 - 2011 (Cacaoabunga Redux)","American Stout",6.6,4.5,4,4.5,4,4,21,4.2
"Chriscrundwell12",2011-09-01 02:15:06,"Yards Brewing Company","General Washington's Tavern Porter","English Porter",7,3.5,4,4,3.5,3.5,18.5,3.7
"Merkur",2011-09-01 20:45:42,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,3.5,3,3.5,4,3.5,17.5,3.5
"JoeyBeerBelly",2011-09-02 20:00:31,"Troegs Brewing Company","Scratch Beer 43 - 2011","American IPA",6.7,3.5,4,4,4,4,19.5,3.9
"jgreenearrow",2011-09-02 22:43:41,"Troegs Brewing Company","Troegs Dead Reckoning Porter","American Porter",5.4,4.5,3.5,4,4,4,20,4
"ArrogantDeadGuy",2011-09-02 23:02:53,"Victory Brewing Company","Prima Pils","German Pilsener",5.3,4.5,4,4.5,5,5,23,4.6
"Sensaray",2011-09-03 20:55:22,"Troegs Brewing Company","Troegs Perpetual IPA","American IPA",7.5,4.5,4.5,5,4.5,4.5,23,4.6
"TMoney2591",2011-09-06 00:25:29,"Troegs Brewing Company","Scratch Beer 3 - 2007","Tripel",10.1,2.5,3.5,3,2.5,2.5,14,2.8
"TMoney2591",2011-09-06 22:23:28,"Troegs Brewing Company","Scratch Beer 30 - 2010 (Jerman Bock)","Maibock / Helles Bock",7,3,3.5,3.5,3.5,3.5,17,3.4
"Callaghan",2011-09-07 21:08:26,"Victory Brewing Company","Golden Monkey","Tripel",9.5,3,2.5,4,2.5,3,15,3
"bubseymour",2011-09-08 21:08:07,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,3.5,4,4,3.5,4,19,3.8
"chodinheaven",2011-09-09 01:35:41,"Troegs Brewing Company","Troegs Perpetual IPA","American IPA",7.5,4.5,4.5,5,4.5,4.5,23,4.6
"CuttDeez",2011-09-12 19:39:13,"Victory Brewing Company","Moonglow Weizenbock","Weizenbock",8.7,4.5,4,4,4,4,20.5,4.1
"DavidST",2011-09-12 23:35:09,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,4,4,4.5,4.5,4.5,21.5,4.3
"cichief",2011-09-13 19:33:22,"Troegs Brewing Company","Troegs Perpetual IPA","American IPA",7.5,3.5,4,4,4,4,19.5,3.9
"brentk56",2011-09-14 22:23:57,"Troegs Brewing Company","Troegs Perpetual IPA","American IPA",7.5,4.5,4.5,4.5,4.5,4.5,22.5,4.5
"ktrillionaire",2011-09-16 19:54:04,"Victory Brewing Company","Festbier","Marzen / Oktoberfest",5.6,4,4,4,4,5,21,4.2
"cjoc83",2011-09-16 21:11:47,"Voodoo Brewing Company","Voodoo Love Child","Belgian Strong Pale Ale",10.5,4,4,4,4.5,4,20.5,4.1
"Hopfenpeter",2011-09-17 22:27:16,"Yuengling Brewery","Yuengling Bock","Bock",5.1,3,3.5,3,3.5,3.5,16.5,3.3
"doopydoogle",2011-09-19 00:54:48,"Victory Brewing Company","Helios  (V Saison)","Saison / Farmhouse Ale",7.5,3.5,4,4,3.5,3.5,18.5,3.7
"Cyberkedi",2011-09-19 22:07:40,"Victory Brewing Company","Summer Love","American Blonde Ale",5.2,4,3,3.5,4,3.5,18,3.6
"doughanson78",2011-09-21 03:16:45,"Troegs Brewing Company","Troegs Hopback Amber Ale","American Amber / Red Ale",6,4,4.5,3.5,4,4,20,4
"Rifugium",2011-09-21 13:00:17,"Yuengling Brewery","Yuengling Premium Beer","American Pale Lager",4.4,2,2.5,2,2.5,2.5,11.5,2.3
"david18",2011-09-21 15:13:09,"Victory Brewing Company","Festbier","Marzen / Oktoberfest",5.6,3.5,3.5,3.5,3.5,3.5,17.5,3.5
"treyrab",2011-09-21 20:41:06,"Troegs Brewing Company","Troegs Perpetual IPA","American IPA",7.5,4,4.5,4,3.5,4,20,4
"tdm168",2011-09-22 19:53:41,"Victory Brewing Company","Festbier","Marzen / Oktoberfest",5.6,3.5,4,4,3.5,3.5,18.5,3.7
"KidsDoc",2011-09-23 19:03:48,"Troegs Brewing Company","Troegs Dead Reckoning Porter","American Porter",5.4,4,3.5,3.5,3,3.5,17.5,3.5
"ADZA",2011-09-24 09:03:18,"Victory Brewing Company","V-Twelve","Quadrupel (Quad)",12,4,4,4,4,4,20,4
"John1985",2011-09-24 09:16:21,"Victory Brewing Company","Headwaters Pale Ale","American Pale Ale (APA)",5.1,4,4,3.5,4,4,19.5,3.9
"irishevans",2011-09-25 22:48:00,"Victory Brewing Company","Baltic Thunder","Baltic Porter",8.5,4,4.5,4.5,4,4.5,21.5,4.3
"eric5bellies",2011-09-26 07:52:56,"Victory Brewing Company","Golden Monkey","Tripel",9.5,3,3,4,3,3,16,3.2
"weller1js",2011-09-26 20:47:44,"Yuengling Brewery","Yuengling Premium Beer","American Pale Lager",4.4,3,3.5,3,3,3,15.5,3.1
"weller1js",2011-09-26 20:54:51,"Yuengling Brewery","Yuengling Light Beer","Light Lager",3.5,3,3,3,3,3,15,3
"SFLpunk",2011-09-28 23:43:58,"Troegs Brewing Company","Scratch Beer 41 - 2011 (Cacaoabunga Redux)","American Stout",6.6,3,3,4,4.5,4.5,19,3.8
"kawilliams81",2011-10-02 00:38:05,"Victory Brewing Company","Old Horizontal","American Barleywine",11,4,3.5,3.5,3.5,3.5,18,3.6
"goblue3509",2011-10-03 10:51:51,"Troegs Brewing Company","Flying Mouflan","American Barleywine",9.3,4,4.5,4.5,4.5,4.5,22,4.4
"BeerLover99",2011-10-03 14:30:44,"Troegs Brewing Company","DreamWeaver Wheat","Hefeweizen",4.8,3.5,3.5,3,3,3,16,3.2
"Tucquan",2011-10-03 18:47:42,"Troegs Brewing Company","Troegs Perpetual IPA","American IPA",7.5,4,4,4,4.5,4,20.5,4.1
"mdaschaf",2011-10-05 22:02:04,"Troegs Brewing Company","Troegenator Double Bock","Doppelbock",8.2,4,3.5,4,4,4,19.5,3.9
"DrinkSlurm",2011-10-06 10:03:57,"Victory Brewing Company","Festbier","Marzen / Oktoberfest",5.6,3,3,4,4,4,18,3.6
"akorsak",2011-10-07 16:59:49,"Troegs Brewing Company","Scratch Beer 49 - 2011 (Fresh Hop Ale)","American IPA",7.2,4,4,3.5,4,3.5,19,3.8
"smcolw",2011-10-07 20:13:18,"Troegs Brewing Company","Troegs Perpetual IPA","American IPA",7.5,3.5,4.5,3.5,4,4,19.5,3.9
"GRBrew",2011-10-07 21:17:51,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,4,4.5,3.5,4,4,20,4
"Cylinsier",2011-10-09 18:08:01,"Troegs Brewing Company","DreamWeaver Wheat","Hefeweizen",4.8,4,4,3.5,4,4,19.5,3.9
"harrymel",2011-10-10 12:22:27,"Troegs Brewing Company","Scratch Beer 46 - 2011 (Naked Elf)","Belgian Strong Pale Ale",7.8,3,2.5,2,3,3,13.5,2.7
"jtierney89",2011-10-10 19:25:40,"Troegs Brewing Company","Troegenator Double Bock","Doppelbock",8.2,3.5,3.5,4,3.5,4,18.5,3.7
"soju6",2011-10-10 20:48:07,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,3.5,4,3.5,3.5,3.5,18,3.6
"Slatetank",2011-10-11 20:00:09,"Troegs Brewing Company","Scratch Beer 49 - 2011 (Fresh Hop Ale)","American IPA",7.2,4,3.5,3.5,4,4,19,3.8
"Mora2000",2011-10-12 22:38:04,"Victory Brewing Company","Baltic Thunder","Baltic Porter",8.5,4,4,4,4,4,20,4
"pwsoldier",2011-10-14 16:46:51,"Troegs Brewing Company","Troegs Perpetual IPA","American IPA",7.5,4,4,3.5,3.5,4,19,3.8
"AleWatcher",2011-10-15 17:07:53,"Troegs Brewing Company","Troegs Perpetual IPA","American IPA",7.5,4,2,4.5,4,4,18.5,3.7
"jgagne",2011-10-17 22:56:26,"Troegs Brewing Company","Troegs Perpetual IPA","American IPA",7.5,4.5,4,4,4,4,20.5,4.1
"bnes09",2011-10-18 23:08:06,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,4.5,4,4,3.5,3.5,19.5,3.9
"danieelol",2011-10-19 20:26:52,"Victory Brewing Company","Storm King Stout","Russian Imperial Stout",9.1,4,4.5,4,4,4.5,21,4.2
"mrfrancis",2011-10-20 14:15:13,"Troegs Brewing Company","Troegs Mad Elf","Belgian Strong Dark Ale",11,3.5,3,3.5,3,3,16,3.2
"amphion1065",2011-10-20 20:56:47,"Troegs Brewing Company","Scratch Beer 49 - 2011 (Fresh Hop Ale)","American IPA",7.2,4.5,1.5,3.5,4.5,4,18,3.6
"Kinsman",2011-10-20 21:46:42,"Victory Brewing Company","Otto Ale","Smoked Beer",8.1,4,4.5,4,3.5,4,20,4
"akorsak",2011-10-22 17:03:15,"Troegs Brewing Company","Scratch Beer 46 - 2011 (Naked Elf)","Belgian Strong Pale Ale",7.8,4,3.5,3.5,3.5,3.5,18,3.6
"Cavery",2011-10-22 20:54:33,"Victory Brewing Company","Golden Monkey","Tripel",9.5,3,4,4,3.5,3.5,18,3.6
"Flounder57",2011-10-23 17:59:24,"Victory Brewing Company","Hop Wallop","American Double / Imperial IPA",8.5,4.5,4.5,4.5,4,4.5,22,4.4
"jdnovato",2011-10-23 19:05:16,"Victory Brewing Company","Helios  (V Saison)","Saison / Farmhouse Ale",7.5,4,3,3,3,3,16,3.2
"warnerry",2011-10-24 23:33:37,"Troegs Brewing Company","Troegs Dead Reckoning Porter","American Porter",5.4,3.5,4.5,3,4,3.5,18.5,3.7
"Chico1985",2011-10-25 18:42:57,"Victory Brewing Company","Festbier","Marzen / Oktoberfest",5.6,2.5,3.5,3.5,3.5,3.5,16.5,3.3
"BeerImmediately",2011-10-26 21:42:00,"Victory Brewing Company","Otto Ale","Smoked Beer",8.1,3,5,3,3.5,3.5,18,3.6
"socon67",2011-10-27 18:59:03,"Yards Brewing Company","Brawler Pugilist Style Ale","English Dark Mild Ale",4.2,3.5,4,4,3.5,4,19,3.8
"LiquidBread219",2011-11-01 21:27:12,"Troegs Brewing Company","Troegs Perpetual IPA","American IPA",7.5,4,4,4,4.5,4,20.5,4.1
"akorsak",2011-11-05 15:01:27,"Troegs Brewing Company","Scratch Beer 51 - 2011 (Fat Scratch Fever)","American IPA",9.6,3.5,4,4,4,4,19.5,3.9
"bonkers",2011-11-07 07:38:32,"Victory Brewing Company","Otto Ale","Smoked Beer",8.1,4,4,3,3.5,3.5,18,3.6
"WorldWideStout",2011-11-07 21:48:15,"Yards Brewing Company","Brawler Pugilist Style Ale","English Dark Mild Ale",4.2,3.5,4,4.5,4,4,20,4
"isualum12",2011-11-09 19:59:00,"Victory Brewing Company","Summer Love","American Blonde Ale",5.2,3.5,3,1.5,4,3,15,3
"ckollias",2011-11-09 23:08:04,"Yuengling Brewery","Yuengling Traditional Lager","American Amber / Red Lager",4.4,3,3,3,3,3,15,3
"Tucquan",2011-11-11 18:15:00,"Troegs Brewing Company","Scratch Beer 52 - 2011 (T2 Ale)","American Amber / Red Ale",6.9,3.5,4,4.5,4,4,20,4
"akorsak",2011-11-13 20:40:24,"Troegs Brewing Company","Scratch Beer 52 - 2011 (T2 Ale)","American Amber / Red Ale",6.9,4,4,4,4.5,4,20.5,4.1
